,alexnet,densenet169
0,70.66737580299377,111.32524991035461
1,49.168931901454926,99.95219659805298
2,39.212667644023895,86.34456396102905
3,33.14042143523693,71.21935868263245
4,29.76524205505848,61.20001459121704
5,28.545253455638885,50.78354436159134
6,25.73542259633541,42.757906675338745
7,24.93149182200432,38.74068656563759
8,23.510817915201187,33.289574325084686
9,22.5348362326622,29.024764895439148
